GenreID,GenreName
708,Media Tie-In
709,Medical
710,Medical & Surgical
711,Medical (Incl. Patients)
712,Medieval
713,Meditations
714,Mediterranean
715,Meetings & Presentations
716,Memory Improvement
717,Men
718,Men'S Health
719,Men'S Studies
720,Mental Health
721,Metal Work
722,Metaphysics
723,Methods
725,Mexico
726,Mice
727,Microbiology
728,Microwave
729,Middle Atlantic (Nj
730,Middle East
731,Middle Eastern
732,Midwest
733,Military
735,Military Science
736,Mind & Spirit
737,Mindfulness & Meditation
738,Mineralogy
739,Minority Studies
740,Missions
741,Modern
743,Molecular Biology
744,Money & Monetary Policy
745,Money Management
746,Monkeys
747,Monsters
748,Mood Disorders
749,Motherhood
750,Motivational
751,Motivational & Inspirational
752,Motor Sports
753,Mountain (Az
754,Mountaineering
755,Movements
756,Multigenerational
757,Multilevel
758,Multiple Translations
759,Murder
760,Museums
761,Music
762,Musicals
764,Mystery & Detective
765,Mysticism
766,Myths
767,Nc
768,Nm
769,Non-Classifiable
770,Nv
771,Ny
772,National
773,Native American
774,Native American & Aboriginal
775,Native American Studies
776,Natural Disasters
777,Natural Foods
778,Nature
780,Naturopathy
781,Naval
782,Navigation
783,Needlepoint
784,Needlework
785,Netherlands
650,Learning Disabilities
651,Legal
652,Legal History
653,Legal Profession
654,Legends
655,Legends & Mythology
656,Legislative Branch
657,Leopards
658,Lesbian
659,Letters
671,Literary Figures
672,Literature & The Arts
686,Magical Realism
817,Online Services
818,Opera
819,Operating Systems
826,Ornamental Plants
827,Orphans & Foster Homes
828,Orthodox
829,Orthopedics
830,Other
831,Other English Translations
832,Other Translations
833,Outdoor
834,Outdoor & Recreational Areas
835,Pa)
836,Pcs
837,Pacific (Ak
838,Pain Medicine
839,Painting
841,Papercrafts
842,Paranormal
844,Parent & Adult Child
845,Parent Participation
846,Parenting
847,Parents
848,Parodies
849,Pasta
850,Peace
851,Pediatrics
852,Peer Pressure
854,Penology
855,Pentecostal & Charismatic
856,People & Places
857,People With Disabilities
858,Perennials
859,Performing Arts
860,Perinatal
861,Personal & Practical Guides
862,Personal Computers
863,Personal Finance
864,Personal Growth
865,Personal Memoirs
867,Personality
868,Personality Disorders
869,Petroleum
870,Pets
871,Philosophers
872,Philosophy
873,Philosophy & Social Aspects
874,Photoessays & Documentaries
875,Photographers
876,Photography
877,Photojournalism
878,Physical
880,Physics
881,Physiological Psychology
882,Pictorial
883,Pictorials
884,Pies
885,Pigs
886,Pizza
887,Plants
888,Plants & Animals
889,Playwriting
890,Poetry
891,Points Of Interest
892,Poker
893,Polar Regions
894,Polarity)
896,Political
897,Political Economy
898,Political Freedom
899,Political Freedom & Security
900,Political Ideologies
901,Political Parties
902,Political Process
903,Political Science
904,Politics
905,Politics & State
906,Pop Vocal
907,Popular
909,Portraits & Selfies
910,Post-Communism & Socialism
911,Potpourri
912,Pottery & Ceramics
913,Poultry
914,Poverty & Homelessness
915,Power Tools
916,Prayer
917,Prayer & Spiritual
918,Prayerbooks
919,Preaching
921,Pregnancy & Childbirth
922,Prehistory
923,Prejudice & Racism
924,Preschool & Kindergarten
925,Presidents & Heads Of State
926,Primates
927,Printed Music
928,Probability & Statistics
930,Professional
931,Programming
932,Programming Languages
933,Prophecy
934,Psychiatry
935,Psychoanalysis
936,Psychological
937,Psychology
938,Psychology Of Religion
939,Psychopathology
940,Psychotherapy
941,Public
942,Public Affairs & Administration
943,Public Policy
944,Public Relations
945,Public Speaking & Speech Writing
946,Publishers
947,Publishing
948,Puppets
949,Puzzles
951,Quantum Theory
814,Old Testament
815,Oncology
816,Online Safety & Privacy
820,Orchids
821,Organic
822,Organizational Behavior
824,Organized Crime
825,Origami
843,Parapsychology
980,Reptiles & Amphibians
981,Research
982,Research & Methodology
990,Rice & Grains
991,Rich & Famous
992,Rivers
993,Rock
994,Rocks & Minerals
995,Romance
996,Romantic Comedy
997,Roses
998,Royalty
999,Rugby
1000,Runaways
1001,Running & Jogging
1002,Rural
1004,Russian & Former Soviet Union
1005,Sat
1006,Sc
1007,Sacred Writings
1008,Safety
1010,Sailing
1011,Salads
1012,Sales & Selling
1013,Satire
1014,Schizophrenia
1015,School & Education
1016,School Age
1017,Science
1018,Science & Nature
1019,Science & Technology
1020,Science Fiction
1022,Scientology
1023,Scottish
1024,Scottish & Welsh
1025,Screenwriting
1026,Seafood
1027,Seasonal
1028,Seasons
1029,Secondary
1030,Security
1031,Security (National & International)
1032,Self-Esteem
1033,Self-Esteem & Self-Reliance
1034,Self-Hypnosis
1035,Self-Management
1036,Self-Help
1038,Senses & Sensation
1039,Service
1040,Sewing
1041,Sexual Abuse
1042,Sexual Instruction
1043,Sexuality
1044,Shakespeare
1045,Shamanism
1046,Ships & Shipbuilding
1047,Ships & Underwater Craft
1048,Short Stories
1050,Siblings
1051,Sign Language
1052,Size & Shape
1053,Skateboarding
1054,Skiing
1055,Skills
1056,Sleep & Sleep Disorders
1057,Small Business
1058,Soccer
1059,Social Classes & Economic Disparity
1060,Social Issues
1061,Social Policy
1062,Social Psychology
1063,Social Science
1064,Social Services & Welfare
1065,Social Themes
1066,Social Theory
1068,Social Work
1069,Sociology
1070,Software Development & Engineering
1071,Songbooks
1072,Songwriting
1073,Soups & Stews
1074,South
1075,South Atlantic (Dc
1076,Southeast
1077,Southern States
1078,Southwestern States
1079,Space Opera
1081,Spanish
1082,Spanish & Portuguese
1083,Special Appliances
1084,Special Education
1085,Special Interest
1086,Special Needs
1087,Specific Ingredients
1088,Speech
1089,Spelling & Vocabulary
1090,Spices
1091,Spiders
1092,Spiritual
1094,Spiritualism
1095,Spirituality
1096,Sports
1097,Sports & Recreation
1098,Sports Psychology
1099,Squirrels
1100,State
1101,State & Local
1102,Stepparenting
1103,Stories In Verse
1104,Strategic Planning
1105,Strategy
1107,Structural Adjustment
1108,Student Life & Student Affairs
1109,Students & Student Life
1110,Study & Teaching
1111,Study Aids
1112,Study Guides
1113,Stuffed Animals
977,Renaissance
978,Repair
979,Reptiles
983,Residential
984,Restaurants
985,Resumes
986,Retirement Planning
988,Rhetoric
989,Rheumatology
1009,Sagas
13,Administration
23,Advertising & Promotion
58,Anthologies (Multiple Authors)
78,Asian
86,Australia & New Zealand
102,Bedtime & Dreams
112,Biblical Criticism & Interpretation
130,Boarding School & Prep School
140,Bread
141,Breakfast
142,Breastfeeding
143,Breeds
144,Buddhism
145,Budgeting
146,Buildings
147,Bulbs
148,Bullying
149,Business
150,Business & Economics
151,Business & Financial
152,Business & Professional
153,Business Aspects
154,Business Communication
155,Business Development
156,Business Ethics
1143,The Message
1144,Theater
1145,Theory & Social Aspects
1146,Thesauri
1147,Thrillers
1148,Tigers
1149,Time
1150,Time Management
1151,Time Travel
1152,Toilet Training
1153,Topiary
1154,Topic
1156,Tours
1157,Toys
1158,Track & Field
1159,Traditional
1160,Traditional British
1161,Training
1162,Transportation
1163,Travel
1164,Travel & Tourism
1165,Trees
1166,Trees & Forests
1167,Trial Practice
1168,Trivia
1169,True Crime
1170,Unix
1174,Urban
1175,User Interfaces
1176,Va
1179,Vegan
1180,Vegetables
1181,Vegetarian
1182,Vegetarian & Vegan
1183,Video & Electronic
1184,Vietnam War
1185,Vietnamese
1186,Violence In Society
1189,Vitamins
1190,Vocabulary
1191,Vocabulary & Spelling
1192,Voice
1193,Volunteer Work
1194,Wa)
1200,Water Sports
1201,Watercolor Painting
1202,Waves & Wave Mechanics
1203,Weapons
1204,Weather
1205,Web
1206,Weddings
1207,Weight Control
1208,Weight Loss
1209,Welsh
1210,West
1211,West Indies)
1212,West South Central (Ar
1214,Western States
1215,Westerns
1217,Wildlife
1218,Wills
1219,Windows Desktop
1220,Windows Workstation
1221,Wine
1222,Wine & Spirits
1223,Winter Sports
1224,Wizards & Witches
1225,Wok
1226,Women
1228,Women Authors
1229,Women Sleuths
1230,Women'S Health
1234,Woodwork
1235,Word Games
1236,Word Lists
1237,Word Processing
1238,Words
1239,World
1240,World War I
1241,World War Ii
1244,Xml
1246,Yoga
1247,Young Adult Fiction
1248,Young Adult Nonfiction
1249,Zen
1250,Zoology
1251,Zoos
1252,Etc.
157,Business Etiquette
158,C
159,C++
160,Ca
161,Co
162,Cajun & Creole
163,Cakes
164,Calculus
172,Canning & Preserving
186,Certification Guides
204,Christian Education
212,Cinematography & Videography
233,Clothing & Dress
244,Comics & Graphic Novels
261,Confucianism
274,Cooking & Food
288,Criminal Law
298,Customs & Traditions
307,Dating & Sex
1142,Thanksgiving
315,Design & Construction
316,Desktop Applications
317,Desktop Publishing
318,Desserts
319,Development
321,Devotional
322,Devotional & Prayer
323,Diabetes
331,Digital Media
343,Dolls & Puppets
379,Emigration & Immigration
388,Entertainment & Performing Arts
409,Ethics & Moral Philosophy
422,Experimental Methods
439,Fashion & Accessories
455,Folklore & Mythology
462,Foxes
463,France
464,Free Will & Determinism
465,French
466,Friendship
467,Frogs & Toads
468,Fruit
469,Fundamentalism
470,Furniture
471,Furniture & Cabinetry
472,Future Studies
473,Ga
474,Gambling
475,Games
476,Games & Activities
477,Garden Design
478,Garden Furnishings
479,Gardening
480,Gay
481,Gay Studies
482,Geese
484,Genealogy & Heraldry
485,General
493,Girls & Women
506,Greek & Roman
517,Hard Science Fiction
534,Hispanic & Latino
546,Holidays & Celebrations
559,House Plants & Indoor
591,Interactive Adventures
610,Japan
619,Jokes & Riddles
623,Judicial Branch
624,Juices & Smoothies
625,Juvenile Fiction
626,Juvenile Nonfiction
627,Ky
628,Kabbalah & Mysticism
629,Knitting
630,Koran & Sacred Writings
631,Korean
632,Korean War
633,La
634,Lgbt
635,Lgbt Studies
636,Labor
637,Landscape
638,Language Arts
640,Language Study
641,Later Years
642,Latin
643,Latin America
644,Law
645,Law & Crime
646,Law Enforcement
647,Lawyers & Judges
648,Leadership
649,Leadership & Mentoring
685,Macroeconomics
696,Marriage
703,Mathematical & Computational
724,Mexican
734,Military & Wars
742,Modern (Late 19Th Century To 1945)
763,Mysteries & Detective Stories
779,Nature & The Natural World
786,Network Protocols
787,Networking
788,Neurology
789,Neuropsychology
790,New Baby
791,New Business Enterprises
792,New England
793,New Experience
794,New International Version
795,New Testament
797,New Thought
798,Non-Formal Education
799,Nonfiction (Incl. Memoirs)
800,Nonprofit Organizations & Charities
801,Northeast
802,Nursery Rhymes
803,Nursing
804,Nutrition
805,Oh
806,Ok
807,Or
808,Object Oriented
809,Occult & Supernatural
810,Occultism
811,Occupations
812,Oceanography
823,Organizational Development
840,Paleontology
853,Pencil Drawing
866,Personal Success
879,Physical & Emotional Abuse
895,Police Procedural
908,Popular Culture
920,Precognition
950,Quality Control
952,Questions & Answers
953,Quick & Easy
954,Quilts & Quilting
955,Quizzes
956,Quotations
957,Rabbits
958,Radio
959,Railroads & Trains
960,Readers
961,Reading & Phonics
962,Reading Skills
963,Real Estate
964,Reference
965,Regency
1080,Spain & Portugal
1093,Spiritual Growth
1106,Stress Management
1114,Subjects & Themes
1115,Substance Abuse & Addictions
1116,Success
1117,Suicide
1118,Survival
1119,Suspense
1120,System Theory
1121,Systems Architecture
1122,Tn)
1123,Tx)
1124,Table
1125,Taoist
1126,Taxation
1127,Teaching Methods & Materials
1128,Techniques
1129,Technological
1130,Technology
1131,Technology & Engineering
1132,Teddy Bears
1133,Teenagers
1134,Telecommunications
1135,Telepathy)
1136,Television
1137,Television & Video
1138,Tennis
1139,Terrorism
1140,Testing & Measurement
1155,Total Quality Management
1172,Unexplained Phenomena
1187,Viruses & Malware
1199,Wars & Conflicts (Other)
1216,White Collar Crime
1227,Women & Relationships
1243,Writing Skills
